code,name,surname,birthday,address_street_number,address_street,address_city,address_postal_code,address_country
ind-50031013-360,Silvia,Scobie,2000-05-09T23:37:33Z,43,Mitchell,Kimch’aek-si,,North Korea
ind-92313173-589,Allard,Galliard,1998-03-02T11:06:14Z,9383,Manley,Musan-ŭp,,North Korea
ind-02582537-955,Josi,Bacup,1952-05-24T06:00:30Z,346,Bartillon,Sakchu-ŭp,,North Korea
ind-28307069-618,Cam,Malecky,1947-05-14T17:24:41Z,202,Miller,Kaesŏng,,North Korea
ind-15489160-780,Alexandros,Drewell,1968-12-04T19:41:30Z,18,Onsgard,Yuktae-dong,,North Korea
ind-37191204-971,Patton,Gotch,1935-05-10T19:08:18Z,1188,Gerald,Yŏnan-ŭp,,North Korea
ind-29062406-530,Atlante,Suggitt,1955-01-28T20:39:35Z,7052,Del Mar,Namyang-dong,,North Korea
ind-06279004-979,Claude,Delahunty,1949-02-26T06:15:30Z,21021,Westend,Kilju,,North Korea
ind-50516322-662,Christen,Mabbs,1966-08-11T08:25:09Z,06692,Judy,Kyŏngsŏng,,North Korea
ind-16244904-640,Saxon,Nardrup,1943-10-14T18:31:50Z,1,Welch,Anbyŏn-ŭp,,North Korea
ind-82173668-482,Doroteya,Shergold,1962-04-10T16:12:05Z,0,Sage,Kaesŏng,,North Korea
ind-48578354-169,Reinold,Atherley,1945-12-25T05:51:51Z,45,Chive,Ŭiju,,North Korea
ind-95298632-390,Chrysa,Marcam,1944-06-17T12:50:40Z,817,Golf View,Najin,,North Korea
ind-18223984-719,Gradeigh,Barszczewski,1991-10-16T04:59:42Z,518,Carioca,Hyesan-si,,North Korea
ind-07966289-479,Noami,Choudhury,2001-12-12T10:09:40Z,1957,Kings,Onsŏng,,North Korea
ind-42183269-885,Philip,Bensen,1958-12-05T06:00:39Z,94,Farwell,Hyesan-dong,,North Korea
ind-61916386-807,Alexandre,Hargrove,1931-08-31T15:20:19Z,3659,Darwin,Sŭngho 1-tong,,North Korea
ind-87013940-607,Byran,Petrushkevich,2008-01-30T13:48:31Z,4132,Fair Oaks,Chŏngju,,North Korea
ind-62421231-236,Kermy,Font,2008-08-01T10:44:13Z,5429,Orin,Sinanju,,North Korea
ind-58024468-786,Alan,Hickenbottom,1968-06-04T23:25:00Z,743,Golf Course,Yŏnggwang-ŭp,,North Korea
ind-33619677-683,Adrian,Segot,1982-06-29T13:01:43Z,68,Thompson,Hyesan-si,,North Korea
ind-20859062-287,Ardys,Nenci,1940-05-27T06:19:05Z,635,Westerfield,Hyesan-si,,North Korea
ind-97486950-117,Harold,Arnolds,1933-06-18T16:35:37Z,26,Marcy,Najin,,North Korea
ind-87106849-645,Ric,Jackling,1936-11-28T19:07:30Z,9,6th,Hoeryŏng,,North Korea
ind-07511110-713,Filippo,Jakel,1985-01-17T14:22:16Z,182,Talmadge,Pyongyang,,North Korea
ind-68671078-618,Natty,Hurrell,1968-09-17T16:33:07Z,829,Cascade,Sakchu-ŭp,,North Korea
ind-95787543-949,Kate,Topping,1967-06-12T18:56:11Z,142,Pearson,Kosan,,North Korea
ind-02637368-858,Casper,Buddle,2003-01-20T17:18:57Z,56285,Sachtjen,Chunghwa,,North Korea
ind-49000464-763,Harli,Darque,1938-06-13T02:26:02Z,21,Sullivan,P’yŏngsŏng,,North Korea
ind-48921125-349,Nettie,McKendo,1941-12-09T07:10:39Z,8093,Moose,Chunghwa,,North Korea
ind-63097482-110,Isidore,Philpault,2004-07-20T14:16:50Z,4579,Truax,Najin,,North Korea
ind-94377250-307,Jephthah,Stut,1924-01-28T16:18:49Z,881,Waxwing,Sinŭiju,,North Korea
ind-74003773-997,Selia,Lawrey,1994-05-10T14:05:06Z,122,Saint Paul,Yŏnggwang-ŭp,,North Korea
ind-11205598-869,Alejandra,Mobley,1970-08-26T15:43:07Z,53,Utah,Sil-li,,North Korea
ind-20158010-528,Ros,Allabush,1973-08-28T21:41:47Z,9516,Killdeer,Kimch’aek-si,,North Korea
ind-76317783-666,Gilbertine,Antonioni,1988-10-16T21:41:44Z,60,Bowman,Chaeryŏng-ŭp,,North Korea
ind-45570148-522,Ajay,O' Mullane,1999-05-23T09:49:12Z,27,Farragut,Najin,,North Korea
ind-43868466-136,Mia,Snowball,1999-03-24T06:08:04Z,62999,Portage,Changyŏn,,North Korea
ind-05805171-873,Corabelle,Commin,1967-07-16T22:11:40Z,692,Ridgeview,Namyang-dong,,North Korea
ind-75736057-485,Beale,Woosnam,2003-10-24T20:34:33Z,185,Burrows,Sinanju,,North Korea
ind-66201698-594,Nerty,Staten,1986-02-22T01:47:31Z,94,Vidon,Kaesŏng,,North Korea
ind-43743200-762,Elfie,Harvey,1921-05-05T00:15:24Z,45,Toban,Chŏngju,,North Korea
ind-45470763-084,Eartha,Gwinnel,1987-07-02T03:53:28Z,2,Reinke,Sŏnbong,,North Korea
ind-19893153-116,Freddie,Butterfint,1957-09-03T18:17:33Z,9526,Sachtjen,Hongwŏn,,North Korea
ind-97124860-127,Jennine,Shubotham,1958-12-02T05:41:45Z,9,Dexter,Sŏnbong,,North Korea
ind-76669214-482,Maddalena,Vedenichev,1930-01-15T05:20:34Z,89,Fieldstone,Hŭngnam,,North Korea
ind-78966126-478,Carolin,Apfler,1947-10-25T19:22:10Z,91,Butternut,Songnim,,North Korea
ind-98918612-919,Waylen,Johnke,1998-03-21T07:49:49Z,2297,Lakewood Gardens,Songnim,,North Korea
ind-57037589-880,Normy,Ogborn,1931-08-01T20:27:56Z,354,Carey,Sariwŏn,,North Korea
ind-87452867-135,Hanan,Cater,1977-02-28T00:47:33Z,6,Melby,P’yŏngsŏng,,North Korea
ind-40725498-302,Rollin,Badrick,1937-10-25T06:34:02Z,063,Melody,Aoji-ri,,North Korea
ind-22534802-633,Merridie,Gages,1994-04-05T12:43:02Z,922,Golf View,Hyesan-si,,North Korea
ind-67994423-093,Quintana,Casacchia,1961-07-25T20:42:30Z,54,Summer Ridge,Chŏngju,,North Korea
ind-50919869-175,Leese,Loveard,1972-12-14T02:29:21Z,30,Mallard,Kosan,,North Korea
ind-27047413-651,Sven,MacShane,1954-07-19T01:19:25Z,18,Manitowish,Kapsan-ŭp,,North Korea
ind-77545046-934,Jeanne,Hobson,1990-03-15T10:06:16Z,1,Mockingbird,Sŏnbong,,North Korea
ind-96049978-234,Regine,Trownson,1984-07-16T03:14:15Z,05641,2nd,Pyongyang,,North Korea
ind-34848822-351,Chrissie,Feldbau,1957-07-01T16:00:19Z,98,Texas,Chongjin,,North Korea
ind-44887703-119,Lock,Sicily,1928-07-30T17:39:47Z,890,Artisan,Sakchu-ŭp,,North Korea
ind-20745301-180,Avram,Khosa,2007-04-03T20:49:36Z,3256,Mandrake,Sinanju,,North Korea
ind-89662246-136,Feodor,Hilldrup,1968-05-06T14:26:16Z,5,High Crossing,Haeju,,North Korea
ind-74110367-798,Gwen,Bovis,1968-06-28T20:17:30Z,4123,5th,Aoji-ri,,North Korea
ind-37548156-322,Tamarah,Reihm,1974-04-30T12:16:05Z,2,Sherman,Chasŏng,,North Korea
ind-75673423-026,Nelli,Barrie,1986-02-19T13:42:40Z,968,Pawling,Chunghwa,,North Korea
ind-41743966-513,Mata,Bousfield,1975-03-31T14:33:16Z,633,Loomis,Kaesŏng,,North Korea
ind-77711310-629,Corinne,Bilfoot,1992-01-27T00:19:02Z,29059,Scoville,Hoeyang,,North Korea
ind-74902277-449,Nadia,Kemmet,1935-05-06T23:44:41Z,8,Dennis,Hŭkkyo-ri,,North Korea
ind-95742843-601,Johnna,Kingswold,1926-04-13T05:09:45Z,536,Vermont,P’yŏngsŏng,,North Korea
ind-54458491-057,Kally,Cristofanini,1980-04-03T08:53:09Z,758,Carioca,Kowŏn-ŭp,,North Korea
ind-16155757-077,Cordy,Weitzel,1938-09-26T19:43:17Z,1,Surrey,Namp’o,,North Korea
ind-27281814-245,Frank,Pembridge,1997-04-12T12:23:55Z,4276,Paget,P’yŏngsŏng,,North Korea
ind-69504572-294,Rosalie,Hammant,1998-09-14T16:53:06Z,64,Village,Najin,,North Korea
ind-05812063-535,Kial,Lammert,1945-02-27T07:12:20Z,70,Del Mar,Kusŏng,,North Korea
ind-00460535-028,Eustace,Whayman,1926-02-17T22:03:59Z,1320,Dottie,Songnim,,North Korea
ind-28515817-783,Gardener,Wedlake,1995-02-15T09:56:05Z,14362,Merry,Kanggye-si,,North Korea
ind-08579483-596,Cordell,Jankovsky,1993-01-19T15:31:19Z,34200,Debra,Kapsan-ŭp,,North Korea
ind-96032229-668,Shellysheldon,Spybey,1933-05-28T21:46:33Z,3,Schurz,Anju,,North Korea
ind-27202237-536,Doreen,Hambridge,1928-02-12T07:13:35Z,008,Green Ridge,Samho-rodongjagu,,North Korea
ind-93458614-394,Kiley,Schole,1982-08-05T07:30:23Z,40735,Paget,Kilju,,North Korea
ind-31276799-301,Dionis,Dahill,1990-05-07T06:47:44Z,5237,Continental,Hyesan-si,,North Korea
ind-00947672-157,Tisha,Addess,1976-08-08T05:56:41Z,91072,Paget,Hamhŭng,,North Korea
ind-90099047-644,Moore,Duckitt,1949-04-24T21:47:51Z,1669,Lunder,Sinmak,,North Korea
ind-02706942-106,Hillard,Tale,1960-04-16T12:54:36Z,371,Arkansas,Pyongyang,,North Korea
ind-53985161-437,Peri,Hovenden,1935-02-23T19:53:50Z,857,Hollow Ridge,Sariwŏn,,North Korea
ind-95914101-956,Dario,Babon,2008-10-25T04:40:23Z,6,Darwin,P’yŏngsŏng,,North Korea
ind-37442603-768,Nanny,Ketteman,1965-08-09T06:16:42Z,40,Lien,Hyesan-dong,,North Korea
ind-01661329-377,Freddie,Salter,1926-10-06T11:34:47Z,85859,Anderson,Chasŏng,,North Korea
ind-04981009-601,Eudora,Massenhove,1927-11-01T21:00:58Z,4,Farwell,Najin,,North Korea
ind-91503064-316,Sibyl,Willock,1958-01-23T15:56:25Z,49,Del Mar,Hoeryŏng,,North Korea
ind-30359800-424,Kerr,Marrington,2008-03-30T01:41:56Z,82,Moulton,Songnim,,North Korea
ind-47622666-603,Agata,Demongeot,1968-07-04T06:44:52Z,13,Leroy,Sinmak,,North Korea
ind-77783899-679,Theodora,Swinburn,1964-10-12T04:32:37Z,78,Esch,Aoji-ri,,North Korea
ind-73718624-566,Luke,McRonald,2007-11-10T15:20:55Z,1,Lerdahl,Sinanju,,North Korea
ind-11931276-297,Sylvan,Ayrton,1989-04-02T14:54:51Z,75136,Dwight,Songnim,,North Korea
ind-15186199-200,Revkah,Georgeon,1925-08-29T10:34:13Z,2078,Paget,Chongjin,,North Korea
ind-72806226-035,Nial,Thiese,1922-04-24T07:04:33Z,6107,Comanche,Sariwŏn,,North Korea
ind-93059345-330,Abdel,Gantzman,1975-02-13T19:31:28Z,3,Kropf,Sŭngho 1-tong,,North Korea
ind-31980682-076,Lurline,Meron,1959-02-24T21:22:36Z,8578,Rieder,Kilju,,North Korea
ind-51461580-519,Genna,Penning,1968-12-01T20:02:33Z,3,Brown,Kangdong-ŭp,,North Korea
ind-71909880-047,Zed,Galero,1990-09-11T07:16:50Z,81424,Lyons,Yuktae-dong,,North Korea
ind-12310906-717,Ardelle,Labarre,1984-02-22T07:19:02Z,08,Iowa,Chongjin,,North Korea
ind-29032741-940,Leesa,Keiley,1932-07-01T23:32:25Z,987,Larry,Kusŏng,,North Korea
ind-14186039-408,Therine,Deinert,2004-03-22T08:49:34Z,72,Rutledge,Najin,,North Korea
ind-94638195-004,Leoline,Messam,1922-09-25T05:31:48Z,12,Straubel,Anak,,North Korea
ind-90682522-374,Wandis,Worsalls,1958-09-15T13:34:38Z,5,Fuller,P’yŏngsŏng,,North Korea
ind-63887975-932,Rhonda,Lippi,1944-01-11T04:20:14Z,17108,Chive,Hamhŭng,,North Korea
ind-27922305-337,Verina,Pogosian,1931-06-12T10:22:47Z,293,Magdeline,Yuktae-dong,,North Korea
ind-49337937-807,Alyssa,Igounet,1971-08-13T14:31:18Z,38,Eastlawn,T’ongch’ŏn-ŭp,,North Korea
ind-02782061-526,Ashly,Tallowin,1976-02-27T02:05:40Z,25135,Delaware,T’ongch’ŏn-ŭp,,North Korea
ind-34945871-312,Marlo,Baseke,1973-03-08T15:13:10Z,9,Haas,Sariwŏn,,North Korea
ind-74074924-192,Corrine,Clyma,1986-03-31T17:19:45Z,0424,Corscot,P’yŏngsŏng,,North Korea
ind-72266288-286,Slade,Oades,1975-10-25T13:43:55Z,31,Sunbrook,Musan-ŭp,,North Korea
ind-34404722-666,Gates,Tremoille,1955-05-24T15:49:48Z,0,Sullivan,Yŏnggwang-ŭp,,North Korea
ind-47020214-812,Raymond,Commins,1926-11-10T12:29:01Z,4,Declaration,Chongjin,,North Korea
ind-11261448-531,Webster,Slessar,1942-04-19T02:22:43Z,0604,Luster,Ongjin,,North Korea
ind-04276693-861,Silvanus,Ivanyushin,1924-08-30T20:02:55Z,17,Continental,Kosan,,North Korea
ind-53678763-583,Lenora,McCullagh,1976-11-08T00:59:28Z,96,Packers,Sil-li,,North Korea
ind-24118059-099,Lily,Winkell,2008-09-27T15:58:42Z,4,Village Green,Musan-ŭp,,North Korea
ind-45955575-883,Andi,Valentino,1980-06-29T18:00:48Z,4,South,Hoeyang,,North Korea
ind-63807214-067,Samaria,Hassan,2009-04-02T13:50:40Z,16,Dexter,Onsŏng,,North Korea
ind-64335336-812,Kalila,Ormistone,2000-01-28T12:39:50Z,99,Manley,Hamhŭng,,North Korea
ind-66924103-670,Ariadne,Veart,1944-07-05T17:57:59Z,949,Green Ridge,Kilju,,North Korea
ind-92114241-101,Charo,Puig,1976-01-11T05:04:25Z,3608,Anderson,Kujang-ŭp,,North Korea
ind-40839592-279,Sharity,MacGovern,1980-12-28T14:19:23Z,33987,Nobel,Kilju,,North Korea
ind-29834675-396,Nolana,Yarnley,1951-01-26T14:45:51Z,29386,Barnett,Kaesŏng,,North Korea
ind-78463330-394,Burk,McAlindon,1982-02-27T22:36:22Z,421,Transport,Ayang-ni,,North Korea
ind-98643313-357,Lucian,Karlowicz,1960-02-28T08:40:50Z,58,Muir,Yuktae-dong,,North Korea
ind-05773051-084,Sandye,Audry,1955-09-17T06:35:20Z,37,Roxbury,Ŭiju,,North Korea
ind-49818714-340,Birdie,Adamowitz,1955-01-31T11:00:35Z,0176,Judy,Ayang-ni,,North Korea
ind-00531430-927,Chloris,Beswick,1992-02-03T11:43:06Z,67,Waxwing,Kaesŏng,,North Korea
ind-52312793-024,Rriocard,Littlecote,1992-08-18T06:35:10Z,55,Warbler,Hamhŭng,,North Korea
ind-25705193-060,Selinda,Batey,1953-01-01T08:49:51Z,5809,Saint Paul,Kaesŏng,,North Korea
ind-74217749-092,Jessey,McCord,1925-06-24T21:22:50Z,78,Morning,Hŭkkyo-ri,,North Korea
ind-79762266-462,Ruby,Shubotham,2004-01-12T10:42:46Z,3221,Kinsman,Songnim,,North Korea
ind-44281544-716,Anjela,Jellard,1966-12-12T11:53:55Z,84656,Bunker Hill,Kaesŏng,,North Korea
ind-01794420-716,Clevie,Fullerd,2000-12-26T01:22:19Z,94458,Acker,Kyŏngsŏng,,North Korea
ind-38503670-227,Catlee,Girtin,1952-10-06T19:01:44Z,92,Arapahoe,Changyŏn,,North Korea
ind-57129704-309,Laurena,Bollard,1991-01-06T02:28:11Z,39,School,Wŏnsan,,North Korea
ind-93200343-274,Kariotta,Mascall,1933-11-17T02:25:42Z,28892,Warrior,Sil-li,,North Korea
ind-28135668-971,Tessie,Dowsey,1987-10-03T17:25:39Z,63311,Sundown,Hamhŭng,,North Korea
ind-29966686-686,Shaylynn,Heynel,2007-07-09T17:28:43Z,49,Ronald Regan,Hyesan-dong,,North Korea
ind-54603913-519,Travus,Betho,2004-04-06T08:54:01Z,39,Upham,Wŏnsan,,North Korea
ind-57074945-047,Bartolemo,Galgey,2003-11-30T22:56:47Z,80,Vernon,Yuktae-dong,,North Korea
ind-12988687-888,Nolly,Turbill,1925-01-09T12:42:38Z,275,Havey,Anbyŏn-ŭp,,North Korea
ind-30061977-205,Hannis,Blunkett,1937-06-07T10:21:21Z,06450,Hovde,Anak,,North Korea
ind-58716026-391,Bernete,Garlette,2000-01-03T15:37:41Z,007,Victoria,Ŭiju,,North Korea
ind-51634231-099,Dannie,Dowd,1948-06-14T11:05:23Z,85,Corscot,Kujang-ŭp,,North Korea
ind-79204783-018,Rheta,Martine,1990-12-05T19:35:06Z,0,Anzinger,Hwangju-ŭp,,North Korea
ind-73786278-467,Meier,Wilne,1946-11-03T05:00:48Z,93,Heffernan,Sil-li,,North Korea
ind-87457831-046,Paola,McOrkill,1935-09-13T19:24:57Z,041,Esker,Kimch’aek-si,,North Korea
ind-26507662-028,Deloris,Tribble,1965-10-23T00:32:57Z,14,Manley,Hŭngnam,,North Korea
ind-90356041-655,Ringo,Coneron,1946-08-19T11:28:10Z,8823,Pond,Aoji-ri,,North Korea
ind-54942567-272,Drucy,Donne,1992-06-09T00:52:29Z,263,Grasskamp,Kanggye-si,,North Korea
ind-91201527-592,Tarrah,Baltrushaitis,1996-12-14T23:37:01Z,9,Moulton,Kowŏn-ŭp,,North Korea
ind-73606978-142,Yvette,Owenson,1981-02-10T09:01:52Z,7,1st,Yŏnggwang-ŭp,,North Korea
ind-53327038-994,Irvine,Cromett,1975-08-19T10:48:01Z,37,Riverside,Hŭkkyo-ri,,North Korea
ind-91702094-096,Cherianne,Andreas,1950-02-18T15:50:16Z,15,Eagan,Anbyŏn-ŭp,,North Korea
ind-91561362-340,Damon,Riddiford,1960-03-26T09:47:42Z,4989,Lake View,Sinŭiju,,North Korea
ind-38037860-395,Bale,Colgan,2002-01-12T15:05:21Z,0659,Fulton,Aoji-ri,,North Korea
ind-79492253-378,Vlad,Upton,2004-02-10T16:02:54Z,4484,Raven,Kaesŏng,,North Korea
ind-62938894-132,Ellsworth,Grove,2006-11-22T10:40:42Z,82,7th,Yŏnggwang-ŭp,,North Korea
ind-76848400-661,Kalvin,Servante,1988-03-24T17:09:44Z,8757,Goodland,Hoeyang,,North Korea
ind-41771758-778,Becky,Brain,2003-07-25T21:16:10Z,91,Farragut,Kyŏngsŏng,,North Korea
ind-35404616-047,Pincus,Measor,2003-07-17T08:17:23Z,64062,Dixon,Hwangju-ŭp,,North Korea
ind-42819340-809,Marcile,Screach,2009-02-15T23:57:30Z,929,Pierstorff,Sunan,,North Korea
ind-43579965-982,Stafford,Highway,2006-12-29T09:40:23Z,0964,Merrick,Hyesan-dong,,North Korea
ind-63301121-908,Jobie,Michelle,2007-09-02T08:30:05Z,67,Dixon,Namyang-dong,,North Korea
ind-39552059-106,Angy,Telega,1939-09-01T00:21:13Z,70,Lindbergh,Pyongyang,,North Korea
ind-01061207-349,Aime,Gartan,1966-05-16T04:54:44Z,8209,Prentice,Hoeryŏng,,North Korea
ind-21772587-226,Nigel,Gregolin,1947-11-16T19:00:19Z,75553,Autumn Leaf,Kilju,,North Korea
ind-25652405-655,Cointon,Sedgemond,1943-11-24T08:36:48Z,636,Farmco,Wŏnsan,,North Korea
ind-06740696-978,Shelba,Grigoli,1936-04-29T08:49:47Z,32295,Warner,Hyesan-dong,,North Korea
ind-91366993-443,Herschel,Bann,1931-03-17T08:39:09Z,8681,Acker,Hyesan-dong,,North Korea
ind-43929153-781,Cyb,Wetherby,1974-11-09T04:38:03Z,09,Maple,Yŏnggwang-ŭp,,North Korea
ind-24008872-269,Son,Vernay,1920-07-07T01:57:40Z,2,Schiller,Kimch’aek-si,,North Korea
ind-79250054-247,Alene,Mordecai,1936-09-19T13:18:15Z,4459,Burrows,Kanggye-si,,North Korea
ind-74559970-713,Berkeley,Van den Hof,1943-05-19T20:09:06Z,5,Westridge,Wŏnsan,,North Korea
ind-32311209-229,Nolie,Wearden,1986-05-14T11:19:12Z,9,Superior,Iwŏn-ŭp,,North Korea
ind-09515066-343,Elyssa,Halifax,1944-07-28T20:53:04Z,021,Mariners Cove,Kyŏngsŏng,,North Korea
ind-24346958-660,Maurise,Edworthie,1922-06-24T06:51:53Z,2,Riverside,Sunan,,North Korea
ind-30906077-352,Elmira,Kielty,1989-04-07T01:26:07Z,4,School,Musan-ŭp,,North Korea
ind-85090720-788,Halie,Munroe,1930-07-09T09:15:49Z,1,Forest Dale,Kowŏn-ŭp,,North Korea
ind-66385832-658,Drusilla,Janiak,2008-02-21T14:12:13Z,4,Grover,T’ongch’ŏn-ŭp,,North Korea
ind-84444037-001,Yolane,Yepiskopov,1960-12-31T03:26:26Z,42734,Forest,Hamhŭng,,North Korea
ind-52053778-334,Artie,Walsh,1931-09-20T14:01:21Z,3,Crescent Oaks,Wŏnsan,,North Korea
ind-13578708-489,Tracy,Timby,1928-10-26T15:42:35Z,620,Monument,Yuktae-dong,,North Korea
ind-02179569-259,Hobard,Bridgwood,1939-11-22T12:48:50Z,1,Kings,Kilju,,North Korea
ind-14342225-747,Westleigh,Goodinge,2001-10-14T01:59:56Z,8,Tony,Sinŭiju,,North Korea
ind-90228077-090,Tasia,Slocomb,1961-09-28T06:42:32Z,413,Dayton,Hamhŭng,,North Korea
ind-79877321-866,Noelani,MacKnocker,1949-08-11T04:47:51Z,15,Corben,Sakchu-ŭp,,North Korea
ind-67577537-330,D'arcy,Dobbins,1968-09-19T17:51:20Z,54,Autumn Leaf,Hŭngju-dong,,North Korea
ind-10770124-891,Tobias,Swepson,1962-09-22T20:03:05Z,73,Dryden,Hyesan-si,,North Korea
ind-33896530-756,Henrieta,Domenget,1944-01-15T13:22:01Z,0,Homewood,Yŏnggwang-ŭp,,North Korea
ind-48940836-796,Durante,Thecham,1969-11-24T13:59:40Z,37185,Commercial,Ŭiju,,North Korea
ind-21086735-238,Deeann,Rontsch,1999-06-16T19:40:29Z,6,Dawn,Hyesan-dong,,North Korea
ind-28345764-058,Jade,Mc Gorley,1936-05-30T13:13:11Z,01141,Leroy,Kapsan-ŭp,,North Korea
ind-85282617-414,Jacquetta,Le Provost,1997-10-28T21:35:22Z,2744,Paget,Hoeyang,,North Korea
ind-52724763-611,Berne,Sager,1934-09-24T01:48:07Z,65,Farmco,Namp’o,,North Korea
ind-97464939-004,Emelina,MacKeig,1937-07-23T00:40:35Z,06,Dahle,Kowŏn-ŭp,,North Korea
ind-18027749-947,Jobey,Maliffe,1985-02-05T07:07:39Z,1,Hoffman,Ongjin,,North Korea
ind-29811885-845,Moritz,Markham,2007-05-24T03:52:43Z,14,Drewry,Yŏnan-ŭp,,North Korea
ind-60776310-134,Kerrin,Eilhart,1946-09-29T07:00:58Z,837,Hayes,Anbyŏn-ŭp,,North Korea
ind-63137748-886,Spenser,Lutton,1964-08-12T20:08:07Z,9,Blaine,Chongjin,,North Korea
ind-50722323-142,Mycah,Filintsev,1983-03-12T02:59:13Z,0808,Burrows,Yuktae-dong,,North Korea
ind-56612743-140,Saunderson,Welbeck,1991-12-09T12:58:08Z,26927,Welch,Sŏnbong,,North Korea
ind-57728254-307,Townsend,Cobson,1956-01-30T05:50:31Z,067,Prentice,Haeju,,North Korea
ind-42730258-574,Judd,Stonman,1975-11-02T10:24:42Z,82,International,Chongjin,,North Korea
ind-50117291-619,Mohandis,Nutbean,1986-10-25T17:33:21Z,1,Hazelcrest,Sunan,,North Korea
ind-29079507-881,Ortensia,Beed,1943-07-23T21:26:02Z,08,Iowa,Ŭiju,,North Korea
ind-77789259-418,Marty,Kubyszek,1967-09-16T14:09:05Z,912,Kingsford,Kilju,,North Korea
ind-18243496-230,Babbette,Warland,1936-12-08T05:43:37Z,84,Hovde,Chunghwa,,North Korea
ind-53493459-551,Tome,Eckh,1991-02-20T22:22:59Z,88,Weeping Birch,Anak,,North Korea
ind-99462161-059,Sylvester,Cavalier,1928-07-07T03:33:20Z,0898,Dovetail,Kosan,,North Korea
ind-91599232-662,Luise,MacMenamin,1967-09-01T22:56:09Z,6,Westerfield,Sŭngho 1-tong,,North Korea
ind-15562905-124,Marley,Bench,1982-11-06T11:21:41Z,63277,La Follette,Hamhŭng,,North Korea
ind-24678358-660,Basilius,Karolewski,1946-10-05T02:15:28Z,5438,Westridge,Ongjin,,North Korea
ind-28498132-564,Alaine,Sigmund,1921-02-28T02:25:41Z,7,Bunting,Chongjin,,North Korea
ind-84277688-111,Karlyn,Quincey,1992-08-19T06:18:12Z,9,Autumn Leaf,Ayang-ni,,North Korea
ind-20009001-012,Torie,Rupke,1987-09-25T03:51:38Z,0,Morningstar,Hyesan-dong,,North Korea
ind-59341420-032,Sela,Stoade,2009-11-05T13:51:37Z,13907,Oneill,Kapsan-ŭp,,North Korea
ind-28766747-198,Kristopher,Siemon,1945-07-02T18:01:18Z,0225,Shopko,Sil-li,,North Korea
ind-46305230-146,Max,Lyven,1972-11-25T15:39:28Z,5173,Hoepker,Kyŏngsŏng,,North Korea
ind-17045639-397,Rozalin,Mendez,1942-07-20T13:32:31Z,608,Cordelia,Aoji-ri,,North Korea
ind-22690050-756,Klaus,Mabbe,1940-11-17T13:32:19Z,379,Blaine,Ongjin,,North Korea
ind-69842014-191,Kirby,Dally,1981-09-07T09:40:44Z,46,Mallory,Kyŏngsŏng,,North Korea
ind-92312617-024,Malissia,Pelling,1923-05-30T20:45:45Z,18,Artisan,Hŭkkyo-ri,,North Korea
ind-42486794-080,Rae,Danne,1954-04-06T21:02:26Z,81572,Canary,Sinŭiju,,North Korea
ind-11555760-584,Delores,Roony,1990-10-26T14:29:02Z,00841,Sycamore,Sariwŏn,,North Korea
ind-14828216-760,Gerick,Figger,1923-05-18T16:42:23Z,180,Prairie Rose,Sinanju,,North Korea
ind-57212323-518,Ariana,Garvey,2008-11-07T01:05:16Z,3,Sycamore,Nanam,,North Korea
ind-73140605-115,Charleen,Larmor,1994-09-29T08:34:20Z,71008,Burning Wood,Kujang-ŭp,,North Korea
ind-74290042-616,Evvie,Barhams,1999-07-29T13:44:14Z,0,Algoma,Najin,,North Korea
ind-35292234-038,Tiphanie,O'Rudden,2007-07-10T19:04:09Z,4453,Starling,Yŏnggwang-ŭp,,North Korea
ind-45077167-379,Rhetta,Grigorian,1972-06-25T21:48:43Z,06567,Bartillon,Kilju,,North Korea
ind-17219442-152,Damiano,Harrell,1930-06-15T03:35:50Z,59795,Forest Dale,Anju,,North Korea
ind-84444069-831,John,Dollar,1987-02-15T14:13:17Z,51,Green,Hoeryŏng,,North Korea
ind-39706648-331,Celie,Capineer,1980-01-10T02:11:34Z,87,American Ash,Haeju,,North Korea
ind-15345651-271,Pren,Lean,1946-01-15T02:51:11Z,0,Carey,Aoji-ri,,North Korea
ind-27408138-203,Brigitta,Besson,1984-07-20T04:22:13Z,68,Del Mar,Changyŏn,,North Korea
ind-57359717-218,Katina,Brickhill,1974-04-28T19:01:58Z,04599,Center,Sariwŏn,,North Korea
ind-00358622-454,Saloma,Volkers,1987-04-11T20:17:50Z,732,Rigney,Kosan,,North Korea
ind-43740038-664,Riley,Paoletti,1942-10-22T10:06:32Z,6,Bay,Anju,,North Korea
ind-79066578-630,Rad,Leyburn,1933-10-26T17:27:54Z,35369,Thackeray,Hyesan-dong,,North Korea
ind-62123329-512,Jackquelin,Bollands,1920-01-26T18:32:31Z,08898,Springview,Ayang-ni,,North Korea
ind-35977149-489,Lilla,Ratcliffe,1964-04-11T03:48:07Z,5614,Golf View,Kujang-ŭp,,North Korea
ind-03472193-883,Judi,Ambrose,1954-05-13T18:46:24Z,7963,Express,Yŏnggwang-ŭp,,North Korea
ind-72228938-179,Tawsha,Bartol,1978-02-20T08:44:25Z,4,Brentwood,Yuktae-dong,,North Korea
ind-53846343-891,Guthry,Janning,1924-05-20T03:28:26Z,2321,Becker,Najin,,North Korea
ind-99512831-206,Barty,Haldon,2008-07-26T18:27:05Z,52536,Bellgrove,Kaesŏng,,North Korea
